From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P53995	P53995	reviewed	APC1_MOUSE	Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein)	Anapc1 Mcpr Tsg24	Mus musculus (Mouse)	1944
Q8C1B7	Q8C1B7	reviewed	SEP11_MOUSE	Septin-11	Septin11 D5Ertd606e Sept11	Mus musculus (Mouse)	431
P51150	P51150	reviewed	RAB7A_MOUSE	Ras-related protein Rab-7a (EC 3.6.5.2)	Rab7a Rab7	Mus musculus (Mouse)	207
P53026	P53026	reviewed	RL10A_MOUSE	Large ribosomal subunit protein uL1 (60S ribosomal protein L10a) (CSA-19) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6)	Rpl10a Nedd-6 Nedd6	Mus musculus (Mouse)	217
Q8R0G9	Q8R0G9	reviewed	NU133_MOUSE	Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)	Nup133	Mus musculus (Mouse)	1155
Q9DAR7	Q9DAR7	reviewed	DCPS_MOUSE	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS)	Dcps Dcs1 Hint5	Mus musculus (Mouse)	338
O35593	O35593	reviewed	PSDE_MOUSE	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (MAD1)	Psmd14 Pad1	Mus musculus (Mouse)	310
Q99JY9	Q99JY9	reviewed	ARP3_MOUSE	Actin-related protein 3 (Actin-like protein 3)	Actr3 Arp3	Mus musculus (Mouse)	418
P97379	P97379	reviewed	G3BP2_MOUSE	Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)	G3bp2	Mus musculus (Mouse)	482
Q9EPU4	Q9EPU4	reviewed	CPSF1_MOUSE	Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit)	Cpsf1 Cpsf160	Mus musculus (Mouse)	1441
Q61166	Q61166	reviewed	MARE1_MOUSE	Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1) (End-binding protein 1) (EB1)	Mapre1	Mus musculus (Mouse)	268
Q60865	Q60865	reviewed	CAPR1_MOUSE	Caprin-1 (Cytoplasmic activation- and proliferation-associated protein 1) (GPI-anchored membrane protein 1) (GPI-anchored protein p137) (GPI-p137) (p137GPI) (Membrane component chromosome 11 surface marker 1) (RNA granule protein 105)	Caprin1 Gpiap Gpiap1 Gpip137 M11s1 Rng105 G5E5	Mus musculus (Mouse)	707
O70551	O70551	reviewed	SRPK1_MOUSE	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	Srpk1	Mus musculus (Mouse)	648
O08795	O08795	reviewed	GLU2B_MOUSE	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	Prkcsh	Mus musculus (Mouse)	521
Q9DBY8	Q9DBY8	reviewed	NVL_MOUSE	Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein)	Nvl	Mus musculus (Mouse)	855
Q99LL5	Q99LL5	reviewed	PWP1_MOUSE	Periodic tryptophan protein 1 homolog	Pwp1	Mus musculus (Mouse)	501
Q922Q8	Q922Q8	reviewed	LRC59_MOUSE	Leucine-rich repeat-containing protein 59 [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]	Lrrc59	Mus musculus (Mouse)	307
Q6PAM1	Q6PAM1	reviewed	TXLNA_MOUSE	Alpha-taxilin	Txlna Txln	Mus musculus (Mouse)	554
Q8CH77	Q8CH77	reviewed	NAV1_MOUSE	Neuron navigator 1 (Pore membrane and/or filament-interacting-like protein 3)	Nav1 Kiaa1151 Pomfil3	Mus musculus (Mouse)	1875
P47962	P47962	reviewed	RL5_MOUSE	Large ribosomal subunit protein uL18 (60S ribosomal protein L5)	Rpl5	Mus musculus (Mouse)	297
Q80U28	Q80U28	reviewed	MADD_MOUSE	MAP kinase-activating death domain protein (Rab3 GDP/GTP exchange factor) (RabGEF) (Rab3 GDP/GTP exchange protein) (Rab3GEP)	Madd Kiaa0358	Mus musculus (Mouse)	1577
Q80U93	Q80U93	reviewed	NU214_MOUSE	Nuclear pore complex protein Nup214 (214 kDa nucleoporin) (Nucleoporin Nup214)	Nup214 Kiaa0023	Mus musculus (Mouse)	2085
Q58A65	Q58A65	reviewed	JIP4_MOUSE	C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (JNK-associated leucine-zipper protein) (JLP) (JNK/SAPK-associated protein 2) (JSAP2) (Mitogen-activated protein kinase 8-interacting protein 4) (Sperm-associated antigen 9)	Spag9 Jip4 Jsap2 Kiaa0516 Mapk8ip4	Mus musculus (Mouse)	1321
Q60749	Q60749	reviewed	KHDR1_MOUSE	KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)	Khdrbs1	Mus musculus (Mouse)	443
Q64213	Q64213	reviewed	SF01_MOUSE	Splicing factor 1 (CW17) (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (mZFM) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162)	Sf1 Zfm1 Zfp162	Mus musculus (Mouse)	653
Q9D2V7	Q9D2V7	reviewed	CORO7_MOUSE	Coronin-7 (Crn7) (70 kDa WD repeat tumor rejection antigen homolog)	Coro7	Mus musculus (Mouse)	922
Q9CT10	Q9CT10	reviewed	RANB3_MOUSE	Ran-binding protein 3 (RanBP3)	Ranbp3	Mus musculus (Mouse)	491
Q64478	Q64478	reviewed	H2B1H_MOUSE	Histone H2B type 1-H (H2B-clustered histone 9) (h2B-221)	H2bc9 Hist1h2bh	Mus musculus (Mouse)	126
P15116	P15116	reviewed	CADH2_MOUSE	Cadherin-2 (Neural cadherin) (N-cadherin) (CD antigen CD325)	Cdh2	Mus musculus (Mouse)	906
P49722	P49722	reviewed	PSA2_MOUSE	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	Psma2 Lmpc3	Mus musculus (Mouse)	234
Q8CFI7	Q8CFI7	reviewed	RPB2_MOUSE	DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2)	Polr2b	Mus musculus (Mouse)	1174
Q91WD5	Q91WD5	reviewed	NDUS2_MOUSE	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)	Ndufs2	Mus musculus (Mouse)	463
Q9EPN1	Q9EPN1	reviewed	NBEA_MOUSE	Neurobeachin (Lysosomal-trafficking regulator 2)	Nbea Lyst2	Mus musculus (Mouse)	2936
O35638	O35638	reviewed	STAG2_MOUSE	Cohesin subunit SA-2 (SCC3 homolog 2) (Stromal antigen 2)	Stag2 Sa2 Sap2	Mus musculus (Mouse)	1231
Q99KV1	Q99KV1	reviewed	DJB11_MOUSE	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p)	Dnajb11	Mus musculus (Mouse)	358
Q9WV80	Q9WV80	reviewed	SNX1_MOUSE	Sorting nexin-1	Snx1	Mus musculus (Mouse)	522
Q8CH18	Q8CH18	reviewed	CCAR1_MOUSE	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1)	Ccar1 Carp1	Mus musculus (Mouse)	1146
Q3TJZ6	Q3TJZ6	reviewed	FA98A_MOUSE	Protein FAM98A	Fam98a	Mus musculus (Mouse)	515
P62264	P62264	reviewed	RS14_MOUSE	Small ribosomal subunit protein uS11 (40S ribosomal protein S14)	Rps14	Mus musculus (Mouse)	151
Q62465	Q62465	reviewed	VAT1_MOUSE	Synaptic vesicle membrane protein VAT-1 homolog (EC 1.-.-.-)	Vat1 Vat-1	Mus musculus (Mouse)	406
Q9Z2I9	Q9Z2I9	reviewed	SUCB1_MOUSE	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	Sucla2	Mus musculus (Mouse)	463
P41216	P41216	reviewed	ACSL1_MOUSE	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Phytanate--CoA ligase) (EC 6.2.1.24)	Acsl1 Acsl2 Facl2	Mus musculus (Mouse)	699
Q9ESE1	Q9ESE1	reviewed	LRBA_MOUSE	Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein)	Lrba Bgl Lba	Mus musculus (Mouse)	2856
Q99MI1	Q99MI1	reviewed	RB6I2_MOUSE	ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (CAZ-associated structural protein 2) (CAST2) (Rab6-interacting protein 2)	Erc1 Cast2 Kiaa1081 Rab6ip2	Mus musculus (Mouse)	1120
Q922K7	Q922K7	reviewed	NOP2_MOUSE	Probable 28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)	Nop2 Nol1	Mus musculus (Mouse)	793
Q60737	Q60737	reviewed	CSK21_MOUSE	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	Csnk2a1 Ckiia	Mus musculus (Mouse)	391
Q9QY76	Q9QY76	reviewed	VAPB_MOUSE	Vesicle-associated membrane protein-associated protein B (VAMP-B) (VAMP-associated protein B) (VAP-B) (VAMP-associated protein 33b)	Vapb	Mus musculus (Mouse)	243
Q99ME9	Q99ME9	reviewed	GTPB4_MOUSE	GTP-binding protein 4 (Chronic renal failure gene protein) (GTP-binding protein NGB) (Nucleolar GTP-binding protein 1)	Gtpbp4 Crfg Nog1	Mus musculus (Mouse)	634
Q9Z2W0	Q9Z2W0	reviewed	DNPEP_MOUSE	Aspartyl aminopeptidase (EC 3.4.11.21)	Dnpep	Mus musculus (Mouse)	473
Q61739	Q61739	reviewed	ITA6_MOUSE	Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)]	Itga6	Mus musculus (Mouse)	1091
P11440	P11440	reviewed	CDK1_MOUSE	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)	Cdk1 Cdc2 Cdc2a Cdkn1	Mus musculus (Mouse)	297
P70296	P70296	reviewed	PEBP1_MOUSE	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	Pebp1 Pbp Pebp	Mus musculus (Mouse)	187
O70305	O70305	reviewed	ATX2_MOUSE	Ataxin-2 (Spinocerebellar ataxia type 2 protein homolog)	Atxn2 Atx2 Sca2	Mus musculus (Mouse)	1285
Q99PS0	Q99PS0	reviewed	K1C23_MOUSE	Keratin, type I cytoskeletal 23 (Cytokeratin-23) (CK-23) (Keratin-23) (K23)	Krt23 Haik1 Krt1-23	Mus musculus (Mouse)	422
Q9R0Q1	Q9R0Q1	reviewed	SYTL4_MOUSE	Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin)	Sytl4 Slp4	Mus musculus (Mouse)	673
Q149F3	Q149F3	reviewed	ERF3B_MOUSE	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B (Eukaryotic peptide chain release factor subunit 3b) (eRF3b) (EC 3.6.5.-) (G1 to S phase transition protein 2 homolog)	Gspt2 Erf3b	Mus musculus (Mouse)	632
Q9Z0R4	Q9Z0R4	reviewed	ITSN1_MOUSE	Intersectin-1 (EH and SH3 domains protein 1)	Itsn1 Ese1 Itsn	Mus musculus (Mouse)	1714
Q61548	Q61548	reviewed	AP180_MOUSE	Clathrin coat assembly protein AP180 (91 kDa synaptosomal-associated protein) (Clathrin coat-associated protein AP180) (Phosphoprotein F1-20)	Snap91	Mus musculus (Mouse)	901
Q60710	Q60710	reviewed	SAMH1_MOUSE	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Interferon-gamma-inducible protein Mg11) (SAM domain and HD domain-containing protein 1) (mSAMHD1)	Samhd1 Mg21	Mus musculus (Mouse)	658
P70268	P70268	reviewed	PKN1_MOUSE	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	Pkn1 Pkn Prk1 Prkcl1	Mus musculus (Mouse)	946
Q9JIG7	Q9JIG7	reviewed	CCD22_MOUSE	Coiled-coil domain-containing protein 22	Ccdc22 DXImx40e	Mus musculus (Mouse)	627
P53994	P53994	reviewed	RAB2A_MOUSE	Ras-related protein Rab-2A (EC 3.6.5.2)	Rab2a Rab2	Mus musculus (Mouse)	212
Q8K2T1	Q8K2T1	reviewed	NMRL1_MOUSE	NmrA-like family domain-containing protein 1	Nmral1	Mus musculus (Mouse)	309
P46467	P46467	reviewed	VPS4B_MOUSE	Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)	Vps4b Skd1	Mus musculus (Mouse)	444
Q8R570	Q8R570	reviewed	SNP47_MOUSE	Synaptosomal-associated protein 47 (SNAP-47) (Synaptosomal-associated 47 kDa protein)	Snap47	Mus musculus (Mouse)	413
Q99P88	Q99P88	reviewed	NU155_MOUSE	Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155)	Nup155	Mus musculus (Mouse)	1391
P61089	P61089	reviewed	UBE2N_MOUSE	Ubiquitin-conjugating enzyme E2 N (EC 2.3.2.23) (Bendless-like ubiquitin-conjugating enzyme) (E2 ubiquitin-conjugating enzyme N) (Ubc13) (Ubiquitin carrier protein N) (Ubiquitin-protein ligase N)	Ube2n Blu	Mus musculus (Mouse)	152
O70251	O70251	reviewed	EF1B_MOUSE	Elongation factor 1-beta (EF-1-beta)	Eef1b Eef1b2	Mus musculus (Mouse)	225
Q70FJ1	Q70FJ1	reviewed	AKAP9_MOUSE	A-kinase anchor protein 9 (AKAP-9) (Protein kinase A-anchoring protein 9) (PRKA9)	Akap9 Kiaa0803	Mus musculus (Mouse)	3797
Q9Z1G3	Q9Z1G3	reviewed	VATC1_MOUSE	V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)	Atp6v1c1 Atp6c Atp6c1 Vatc	Mus musculus (Mouse)	382
Q9JII6	Q9JII6	reviewed	AK1A1_MOUSE	Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (EC 1.1.1.33) (EC 1.1.1.372) (EC 1.1.1.54) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase) (Glucuronate reductase) (EC 1.1.1.19) (Glucuronolactone reductase) (EC 1.1.1.20)	Akr1a1 Akr1a4	Mus musculus (Mouse)	325
Q5U4C3	Q5U4C3	reviewed	SFR19_MOUSE	Splicing factor, arginine/serine-rich 19 (SR-related and CTD-associated factor 1)	Scaf1 Sfrs19	Mus musculus (Mouse)	1256
P99026	P99026	reviewed	PSB4_MOUSE	Proteasome subunit beta type-4 (Low molecular mass protein 3) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3)	Psmb4 Lmp3	Mus musculus (Mouse)	264
Q8BVQ5	Q8BVQ5	reviewed	PPME1_MOUSE	Protein phosphatase methylesterase 1 (PME-1) (EC 3.1.1.89)	Ppme1 Pme1	Mus musculus (Mouse)	386
Q8BML9	Q8BML9	reviewed	SYQ_MOUSE	Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS)	Qars1 Qars	Mus musculus (Mouse)	775
Q9CZ13	Q9CZ13	reviewed	QCR1_MOUSE	Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)	Uqcrc1	Mus musculus (Mouse)	480
P46664	P46664	reviewed	PURA2_MOUSE	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	Adss2 Adss	Mus musculus (Mouse)	456
Q9Z2U0	Q9Z2U0	reviewed	PSA7_MOUSE	Proteasome subunit alpha type-7 (Proteasome subunit RC6-1)	Psma7	Mus musculus (Mouse)	248
O88746	O88746	reviewed	TOM1_MOUSE	Target of Myb1 membrane trafficking protein (Target of Myb protein 1)	Tom1	Mus musculus (Mouse)	492
Q8BXN9	Q8BXN9	reviewed	TM87A_MOUSE	Transmembrane protein 87A	Tmem87a	Mus musculus (Mouse)	555
O70194	O70194	reviewed	EIF3D_MOUSE	Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)	Eif3d Eif3s7	Mus musculus (Mouse)	548
P47963	P47963	reviewed	RL13_MOUSE	Large ribosomal subunit protein eL13 (60S ribosomal protein L13) (A52)	Rpl13	Mus musculus (Mouse)	211
P62897	P62897	reviewed	CYC_MOUSE	Cytochrome c, somatic	Cycs	Mus musculus (Mouse)	105
Q9Z1Q5	Q9Z1Q5	reviewed	CLIC1_MOUSE	Chloride intracellular channel protein 1 (Nuclear chloride ion channel 27) (NCC27)	Clic1	Mus musculus (Mouse)	241
P63094	P63094	reviewed	GNAS2_MOUSE	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short (Adenylate cyclase-stimulating G alpha protein)	Gnas Gnas1 MNCb-5546	Mus musculus (Mouse)	394
P55937	P55937	reviewed	GOGA3_MOUSE	Golgin subfamily A member 3 (Golgin-160) (Male-enhanced antigen 2) (MEA-2)	Golga3 Mea2	Mus musculus (Mouse)	1487
P63325	P63325	reviewed	RS10_MOUSE	Small ribosomal subunit protein eS10 (40S ribosomal protein S10)	Rps10	Mus musculus (Mouse)	165
Q8CFE4	Q8CFE4	reviewed	SCYL2_MOUSE	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	Scyl2 Cvak104 D10Ertd802e	Mus musculus (Mouse)	930
Q8C7R4	Q8C7R4	reviewed	UBA6_MOUSE	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	Uba6 Ube1l2	Mus musculus (Mouse)	1053
Q7TSI3	Q7TSI3	reviewed	PP6R1_MOUSE	Serine/threonine-protein phosphatase 6 regulatory subunit 1 (SAPS domain family member 1)	Ppp6r1 Kiaa1115 Pp6r1 Saps1	Mus musculus (Mouse)	856
P12787	P12787	reviewed	COX5A_MOUSE	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	Cox5a	Mus musculus (Mouse)	146
Q9WUP7	Q9WUP7	reviewed	UCHL5_MOUSE	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (EC 3.4.19.12) (Ubiquitin C-terminal hydrolase UCH37) (Ubiquitin thioesterase L5)	Uchl5 Uch37	Mus musculus (Mouse)	329
Q91ZU6	Q91ZU6	reviewed	DYST_MOUSE	Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2)	Dst Bpag1 Macf2	Mus musculus (Mouse)	7393
P61202	P61202	reviewed	CSN2_MOUSE	COP9 signalosome complex subunit 2 (SGN2) (Signalosome subunit 2) (Alien homolog) (JAB1-containing signalosome subunit 2) (Thyroid receptor-interacting protein 15) (TR-interacting protein 15) (TRIP-15)	Cops2 Csn2 Trip15	Mus musculus (Mouse)	443
Q7TNC4	Q7TNC4	reviewed	LC7L2_MOUSE	Putative RNA-binding protein Luc7-like 2 (CGI-74 homolog)	Luc7l2	Mus musculus (Mouse)	392
Q3V0K9	Q3V0K9	reviewed	PLSI_MOUSE	Plastin-1	Pls1	Mus musculus (Mouse)	630
Q91YI0	Q91YI0	reviewed	ARLY_MOUSE	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	Asl	Mus musculus (Mouse)	464
Q8R574	Q8R574	reviewed	KPRB_MOUSE	Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2) (41 kDa phosphoribosypyrophosphate synthetase-associated protein) (PAP41)	Prpsap2	Mus musculus (Mouse)	369
Q5SVQ0	Q5SVQ0	reviewed	KAT7_MOUSE	Histone acetyltransferase KAT7 (EC 2.3.1.48) (Histone acetyltransferase binding to ORC1) (Lysine acetyltransferase 7) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2) (MYST-2)	Kat7 Hbo1 Myst2	Mus musculus (Mouse)	613
Q6GYP7	Q6GYP7	reviewed	RGPA1_MOUSE	Ral GTPase-activating protein subunit alpha-1 (GAP-related-interacting partner to E12) (GRIPE) (GTPase-activating RapGAP domain-like 1) (Tuberin-like protein 1) (p240)	Ralgapa1 Garnl1 Kiaa0884 Tulip1	Mus musculus (Mouse)	2035
Q8VD37	Q8VD37	reviewed	SGIP1_MOUSE	SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein)	Sgip1	Mus musculus (Mouse)	806
Q810B6	Q810B6	reviewed	ANFY1_MOUSE	Rabankyrin-5 (Rank-5) (Ankyrin repeat and FYVE domain-containing protein 1) (Ankyrin repeats hooked to a zinc finger motif)	Ankfy1 Ankhzn Kiaa1255	Mus musculus (Mouse)	1169
Q9JLQ0	Q9JLQ0	reviewed	CD2AP_MOUSE	CD2-associated protein (Mesenchyme-to-epithelium transition protein with SH3 domains 1) (METS-1)	Cd2ap Mets1	Mus musculus (Mouse)	637
Q99LE6	Q99LE6	reviewed	ABCF2_MOUSE	ATP-binding cassette sub-family F member 2	Abcf2	Mus musculus (Mouse)	628
Q9D7N9	Q9D7N9	reviewed	APMAP_MOUSE	Adipocyte plasma membrane-associated protein (Protein DD16)	Apmap	Mus musculus (Mouse)	415
Q9D2R0	Q9D2R0	reviewed	AACS_MOUSE	Acetoacetyl-CoA synthetase (EC 6.2.1.16)	Aacs	Mus musculus (Mouse)	672
Q99NH0	Q99NH0	reviewed	ANR17_MOUSE	Ankyrin repeat domain-containing protein 17 (Ankyrin repeat domain-containing protein FOE) (Gene trap ankyrin repeat protein)	Ankrd17 Foe Gtar Kiaa0697	Mus musculus (Mouse)	2603
Q6NVE8	Q6NVE8	reviewed	WDR44_MOUSE	WD repeat-containing protein 44 (Rabphilin-11)	Wdr44 RPH11	Mus musculus (Mouse)	915
Q9JLI8	Q9JLI8	reviewed	SART3_MOUSE	Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (mSART-3) (Tumor-rejection antigen SART3)	Sart3 Kiaa0156	Mus musculus (Mouse)	962
Q922Q4	Q922Q4	reviewed	P5CR2_MOUSE	Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2)	Pycr2	Mus musculus (Mouse)	320
Q8BK64	Q8BK64	reviewed	AHSA1_MOUSE	Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1)	Ahsa1	Mus musculus (Mouse)	338
Q8R3N6	Q8R3N6	reviewed	THOC1_MOUSE	THO complex subunit 1 (Tho1) (Nuclear matrix protein p84)	Thoc1 Hpr1	Mus musculus (Mouse)	657
P52194	P52194	reviewed	CLGN_MOUSE	Calmegin (A2/6) (Calnexin-T) (MEG 1 antigen)	Clgn Meg1	Mus musculus (Mouse)	611
Q8C0C7	Q8C0C7	reviewed	SYFA_MOUSE	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	Farsa Farsla	Mus musculus (Mouse)	508
Q91YR9	Q91YR9	reviewed	PTGR1_MOUSE	Prostaglandin reductase 1 (PRG-1) (15-oxoprostaglandin 13-reductase) (EC 1.3.1.48) (Dithiolethione-inducible gene 1 protein) (D3T-inducible gene 1 protein) (DIG-1) (Leukotriene B4 12-hydroxydehydrogenase) (NAD(P)H-dependent alkenal/one oxidoreductase) (EC 1.3.1.74)	Ptgr1 Ltb4dh	Mus musculus (Mouse)	329
Q9JLB0	Q9JLB0	reviewed	PALS2_MOUSE	Protein PALS2 (Dlgh4 protein) (MAGUK p55 subfamily member 6) (P55T protein) (Protein associated with Lin-7 2)	Pals2 Dlgh4 Mpp6	Mus musculus (Mouse)	553
A2AG50	A2AG50	reviewed	MA7D2_MOUSE	MAP7 domain-containing protein 2	Map7d2 Mtap7d2	Mus musculus (Mouse)	781
Q921H8	Q921H8	reviewed	THIKA_MOUSE	3-ketoacyl-CoA thiolase A, peroxisomal (EC 2.3.1.16) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Acetyl-CoA acyltransferase A) (EC 2.3.1.9) (Beta-ketothiolase A) (Peroxisomal 3-oxoacyl-CoA thiolase A)	Acaa1a Acaa1	Mus musculus (Mouse)	424
Q9CQM9	Q9CQM9	reviewed	GLRX3_MOUSE	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	Glrx3 Picot Txnl2	Mus musculus (Mouse)	337
P47857	P47857	reviewed	PFKAM_MOUSE	ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)	Pfkm Pfk-m Pfka	Mus musculus (Mouse)	780
Q62433	Q62433	reviewed	NDRG1_MOUSE	Protein NDRG1 (N-myc downstream-regulated gene 1 protein) (Protein Ndr1)	Ndrg1 Ndr1 Ndrl Tdd5	Mus musculus (Mouse)	394
Q9D0L7	Q9D0L7	reviewed	ARM10_MOUSE	Armadillo repeat-containing protein 10	Armc10	Mus musculus (Mouse)	306
Q9D071	Q9D071	reviewed	MMS19_MOUSE	MMS19 nucleotide excision repair protein homolog (MET18 homolog) (MMS19-like protein)	Mms19 Mms19l	Mus musculus (Mouse)	1031
Q8K363	Q8K363	reviewed	DDX18_MOUSE	ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18)	Ddx18	Mus musculus (Mouse)	660
Q8C5N3	Q8C5N3	reviewed	CWC22_MOUSE	Pre-mRNA-splicing factor CWC22 homolog (Nucampholin homolog)	Cwc22 Ncm	Mus musculus (Mouse)	908
