From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q8BGD9	Q8BGD9	reviewed	IF4B_MOUSE	Eukaryotic translation initiation factor 4B (eIF-4B)	Eif4b	Mus musculus (Mouse)	611
Q8R0T2	Q8R0T2	reviewed	ZN768_MOUSE	Zinc finger protein 768	Znf768 Zfp768	Mus musculus (Mouse)	568
E9Q634	E9Q634	reviewed	MYO1E_MOUSE	Unconventional myosin-Ie (Unconventional myosin 1E)	Myo1e Myr3	Mus musculus (Mouse)	1107
P39689	P39689	reviewed	CDN1A_MOUSE	Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein) (p21)	Cdkn1a Cip1 Waf1	Mus musculus (Mouse)	159
Q6ZPR5	Q6ZPR5	reviewed	NSMA3_MOUSE	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	Smpd4 Kiaa1418	Mus musculus (Mouse)	823
Q91VY5	Q91VY5	reviewed	KDM4B_MOUSE	Lysine-specific demethylase 4B (EC 1.14.11.66) (JmjC domain-containing histone demethylation protein 3B) (Jumonji domain-containing protein 2B) ([histone H3]-trimethyl-L-lysine(9) demethylase 4B)	Kdm4b Jhdm3b Jmjd2b	Mus musculus (Mouse)	1086
P11679	P11679	reviewed	K2C8_MOUSE	Keratin, type II cytoskeletal 8 (Cytokeratin endo A) (Cytokeratin-8) (CK-8) (Keratin-8) (K8) (Type-II keratin Kb8)	Krt8 Krt2-8	Mus musculus (Mouse)	490
Q99M08	Q99M08	reviewed	CD003_MOUSE	Uncharacterized protein C4orf3 homolog		Mus musculus (Mouse)	65
Q8C0M0	Q8C0M0	reviewed	WDR59_MOUSE	GATOR complex protein WDR59 (CUL4- and DDB1-associated WDR protein 12) (WD repeat-containing protein 59)	Wdr59 Cdw12 Kiaa1923	Mus musculus (Mouse)	992
Q7TPD0	Q7TPD0	reviewed	INT3_MOUSE	Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A)	Ints3	Mus musculus (Mouse)	1041
Q91YE7	Q91YE7	reviewed	RBM5_MOUSE	RNA-binding protein 5 (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5)	Rbm5 Luca15	Mus musculus (Mouse)	815
Q8C6M1	Q8C6M1	reviewed	UBP20_MOUSE	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2)	Usp20 Kiaa1003 Vdu2	Mus musculus (Mouse)	916
Q6NZL0	Q6NZL0	reviewed	SOGA3_MOUSE	Protein SOGA3	Soga3	Mus musculus (Mouse)	945
P27661	P27661	reviewed	H2AX_MOUSE	Histone H2AX (H2a/x) (Histone H2A.X)	H2ax H2a.x H2afx Hist5-2ax	Mus musculus (Mouse)	143
Q6PHU5	Q6PHU5	reviewed	SORT_MOUSE	Sortilin (Neurotensin receptor 3) (NTR3) (mNTR3)	Sort1	Mus musculus (Mouse)	825
Q91V92	Q91V92	reviewed	ACLY_MOUSE	ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	Acly	Mus musculus (Mouse)	1091
Q501J6	Q501J6	reviewed	DDX17_MOUSE	Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17)	Ddx17	Mus musculus (Mouse)	650
Q8CH25	Q8CH25	reviewed	SLTM_MOUSE	SAFB-like transcription modulator (Modulator of estrogen-induced transcription) (SAF-like transcription modulator)	Sltm Met	Mus musculus (Mouse)	1031
Q8K2Z4	Q8K2Z4	reviewed	CND1_MOUSE	Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (mCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog)	Ncapd2 Capd2 Cnap1 Kiaa0159	Mus musculus (Mouse)	1392
Q9EST5	Q9EST5	reviewed	AN32B_MOUSE	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31)	Anp32b Pal31	Mus musculus (Mouse)	272
B1AZA5	B1AZA5	reviewed	TM245_MOUSE	Transmembrane protein 245	Tmem245	Mus musculus (Mouse)	876
P26041	P26041	reviewed	MOES_MOUSE	Moesin (Membrane-organizing extension spike protein)	Msn	Mus musculus (Mouse)	577
Q14C59	Q14C59	reviewed	TM11B_MOUSE	Transmembrane protease serine 11B-like protein (EC 3.4.21.-) (Airway trypsin-like protease 5) (Transmembrane protease serine 11B)	Tmprss11b Hatl5 Tmprss11bnl	Mus musculus (Mouse)	416
B1AZ99	B1AZ99	reviewed	OTUD3_MOUSE	OTU domain-containing protein 3 (EC 3.4.19.12)	Otud3	Mus musculus (Mouse)	396
Q61165	Q61165	reviewed	SL9A1_MOUSE	Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	Slc9a1 Nhe1	Mus musculus (Mouse)	820
Q5SNZ0	Q5SNZ0	reviewed	GRDN_MOUSE	Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)	Ccdc88a Grdn Kiaa1212	Mus musculus (Mouse)	1873
Q3UHU5	Q3UHU5	reviewed	MTCL1_MOUSE	Microtubule cross-linking factor 1 (Coiled-coil domain-containing protein 165) (PAR-1-interacting protein) (SOGA family member 2)	Mtcl1 Ccdc165 Kiaa0802 Soga2	Mus musculus (Mouse)	1945
P10637	P10637	reviewed	TAU_MOUSE	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	Mapt Mtapt Tau	Mus musculus (Mouse)	733
Q8C180	Q8C180	reviewed	FRS2_MOUSE	Fibroblast growth factor receptor substrate 2 (FGFR substrate 2) (FGFR-signaling adaptor SNT) (FRS2-alpha) (Suc1-associated neurotrophic factor target 1) (SNT-1)	Frs2 Frs2a	Mus musculus (Mouse)	508
Q9DCK4	Q9DCK4	reviewed	ZN414_MOUSE	Zinc finger protein 414	Znf414 Zfp414	Mus musculus (Mouse)	299
Q3UMU9	Q3UMU9	reviewed	HDGR2_MOUSE	Hepatoma-derived growth factor-related protein 2 (HRP-2)	Hdgfl2 Hdgfrp2	Mus musculus (Mouse)	669
P58252	P58252	reviewed	EF2_MOUSE	Elongation factor 2 (EF-2) (EC 3.6.5.-)	Eef2	Mus musculus (Mouse)	858
A2AJI0	A2AJI0	reviewed	MA7D1_MOUSE	MAP7 domain-containing protein 1	Map7d1 Kiaa1187 Mtap7d1	Mus musculus (Mouse)	846
Q60949	Q60949	reviewed	TBCD1_MOUSE	TBC1 domain family member 1	Tbc1d1 Kiaa1108 Tbc1	Mus musculus (Mouse)	1255
Q3TWW8	Q3TWW8	reviewed	SRSF6_MOUSE	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	Srsf6 Sfrs6 Srp55	Mus musculus (Mouse)	339
Q5DTV4	Q5DTV4	reviewed	ZC12C_MOUSE	Probable ribonuclease ZC3H12C (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein 12C)	Zc3h12c Kiaa1726	Mus musculus (Mouse)	884
Q9QWV4	Q9QWV4	reviewed	MLF1_MOUSE	Myeloid leukemia factor 1 (Hematopoietic lineage switch 7) (Myelodysplasia-myeloid leukemia factor 1)	Mlf1 Hls7	Mus musculus (Mouse)	267
Q6PE13	Q6PE13	reviewed	PRRT3_MOUSE	Proline-rich transmembrane protein 3	Prrt3	Mus musculus (Mouse)	971
Q9DC33	Q9DC33	reviewed	HM20A_MOUSE	High mobility group protein 20A (HMG box-containing protein 20A) (HMG domain-containing protein HMGX1) (Inhibitor of BRAF35) (iBRAF)	Hmg20a Ibraf	Mus musculus (Mouse)	346
Q6PCP5	Q6PCP5	reviewed	MFF_MOUSE	Mitochondrial fission factor	Mff	Mus musculus (Mouse)	291
Q80Y17	Q80Y17	reviewed	L2GL1_MOUSE	Lethal(2) giant larvae protein homolog 1 (LLGL) (Mgl-1) (Mlgl)	Llgl1 Llglh	Mus musculus (Mouse)	1036
E9Q5F9	E9Q5F9	reviewed	SETD2_MOUSE	Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.359) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2)	Setd2 Kiaa1732 Kmt3a	Mus musculus (Mouse)	2537
P62754	P62754	reviewed	RS6_MOUSE	Small ribosomal subunit protein eS6 (40S ribosomal protein S6) (Phosphoprotein NP33)	Rps6	Mus musculus (Mouse)	249
A6H8H2	A6H8H2	reviewed	DEN4C_MOUSE	DENN domain-containing protein 4C	Dennd4c	Mus musculus (Mouse)	1906
Q8K212	Q8K212	reviewed	PACS1_MOUSE	Phosphofurin acidic cluster sorting protein 1 (PACS-1)	Pacs1	Mus musculus (Mouse)	961
P49312	P49312	reviewed	ROA1_MOUSE	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (HDP-1) (Helix-destabilizing protein) (Single-strand-binding protein) (Topoisomerase-inhibitor suppressed) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]	Hnrnpa1 Fli-2 Hnrpa1 Tis	Mus musculus (Mouse)	320
Q8BQR4	Q8BQR4	reviewed	KANL2_MOUSE	KAT8 regulatory NSL complex subunit 2 (NSL complex protein NSL2) (Non-specific lethal 2 homolog)	Kansl2 Nsl2	Mus musculus (Mouse)	486
Q8BQ33	Q8BQ33	reviewed	TICRR_MOUSE	Treslin (TopBP1-interacting checkpoint and replication regulator) (TopBP1-interacting, replication-stimulating protein)	Ticrr	Mus musculus (Mouse)	1889
Q6PD03	Q6PD03	reviewed	2A5A_MOUSE	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)	Ppp2r5a	Mus musculus (Mouse)	486
Q8R1N0	Q8R1N0	reviewed	ZN830_MOUSE	Zinc finger protein 830 (Coiled-coil domain-containing protein 16) (Ovus mutant candidate gene 1 protein)	Znf830 Ccdc16 Omcg1 Zfp830	Mus musculus (Mouse)	363
P42128	P42128	reviewed	FOXK1_MOUSE	Forkhead box protein K1 (Myocyte nuclear factor) (MNF)	Foxk1 Mnf	Mus musculus (Mouse)	719
Q80X80	Q80X80	reviewed	C2C2L_MOUSE	Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (Transmembrane protein 24)	C2cd2l Tmem24	Mus musculus (Mouse)	706
A6H619	A6H619	reviewed	PHRF1_MOUSE	PHD and RING finger domain-containing protein 1	Phrf1 Kiaa1542	Mus musculus (Mouse)	1682
O70374	O70374	reviewed	MTG8R_MOUSE	Protein CBFA2T2 (MTG8-like protein) (MTG8-related protein 1)	Cbfa2t2 Cbfa2t2h Mtgr1	Mus musculus (Mouse)	594
A2AI08	A2AI08	reviewed	TPRN_MOUSE	Taperin	Tprn	Mus musculus (Mouse)	749
Q8BSS9	Q8BSS9	reviewed	LIPA2_MOUSE	Liprin-alpha-2 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-2) (PTPRF-interacting protein alpha-2)	Ppfia2	Mus musculus (Mouse)	1257
Q99MR6	Q99MR6	reviewed	SRRT_MOUSE	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)	Srrt Ars2 Asr2	Mus musculus (Mouse)	875
Q8C2Q3	Q8C2Q3	reviewed	RBM14_MOUSE	RNA-binding protein 14 (RNA-binding motif protein 14)	Rbm14	Mus musculus (Mouse)	669
Q80WQ8	Q80WQ8	reviewed	M18BP_MOUSE	Mis18-binding protein 1 (Kinetochore-associated protein KNL-2 homolog)	Mis18bp1 Kiaa1903 Knl2 M18bp1	Mus musculus (Mouse)	998
Q9D279	Q9D279	reviewed	MISP_MOUSE	Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)	Misp	Mus musculus (Mouse)	648
P58871	P58871	reviewed	TB182_MOUSE	182 kDa tankyrase-1-binding protein	Tnks1bp1 Kiaa1741 Tab182	Mus musculus (Mouse)	1720
Q5DTT3	Q5DTT3	reviewed	TASO2_MOUSE	Protein TASOR 2 (Peripheral benzodiazepine receptor-associated protein 20)	Tasor2 Fam208b Kiaa2006 Pap20	Mus musculus (Mouse)	2382
Q8BJ37	Q8BJ37	reviewed	TYDP1_MOUSE	Tyrosyl-DNA phosphodiesterase 1 (Tyr-DNA phosphodiesterase 1) (EC 3.1.4.-) (Protein expressed in male leptotene and zygotene spermatocytes 501) (MLZ-501)	Tdp1	Mus musculus (Mouse)	609
Q52KR3	Q52KR3	reviewed	PRUN2_MOUSE	Protein prune homolog 2 (BNIP2 motif-containing molecule at the C-terminal region 1)	Prune2 Bmcc1 Kiaa0367	Mus musculus (Mouse)	3084
Q9EQ28	Q9EQ28	reviewed	DPOD3_MOUSE	DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66)	Pold3	Mus musculus (Mouse)	462
Q80Y84	Q80Y84	reviewed	KDM5B_MOUSE	Lysine-specific demethylase 5B (EC 1.14.11.67) (Histone demethylase JARID1B) (Jumonji/ARID domain-containing protein 1B) (PLU-1) ([histone H3]-trimethyl-L-lysine(4) demethylase 5B)	Kdm5b Jarid1b Kiaa4034 Plu1	Mus musculus (Mouse)	1544
P23249	P23249	reviewed	MOV10_MOUSE	Putative helicase MOV-10 (EC 3.6.4.13) (Moloney leukemia virus 10 protein)	Mov10 Gb110	Mus musculus (Mouse)	1004
P97760	P97760	reviewed	RPB3_MOUSE	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II 33 kDa polypeptide) (RPB33) (DNA-directed RNA polymerase II subunit C) (RPB31)	Polr2c Rpo2-3	Mus musculus (Mouse)	275
Q8BFX3	Q8BFX3	reviewed	KCTD3_MOUSE	BTB/POZ domain-containing protein KCTD3	Kctd3	Mus musculus (Mouse)	815
Q6P560	Q6P560	reviewed	ZN182_MOUSE	Zinc finger protein 182 (Zinc finger protein 21)	Znf182 Zfp182 Znf21	Mus musculus (Mouse)	627
P49717	P49717	reviewed	MCM4_MOUSE	DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21)	Mcm4 Cdc21 Mcmd4	Mus musculus (Mouse)	862
Q8K4R9	Q8K4R9	reviewed	DLGP5_MOUSE	Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein homolog) (HURP)	Dlgap5 Dlg7 Kiaa0008	Mus musculus (Mouse)	808
P20444	P20444	reviewed	KPCA_MOUSE	Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13)	Prkca Pkca	Mus musculus (Mouse)	672
Q3UWW6	Q3UWW6	reviewed	GA2L3_MOUSE	GAS2-like protein 3 (Growth arrest-specific protein 2-like 3)	Gas2l3	Mus musculus (Mouse)	683
Q80Y19	Q80Y19	reviewed	RHGBA_MOUSE	Rho GTPase-activating protein 11A (Rho-type GTPase-activating protein 11A)	Arhgap11a Kiaa0013	Mus musculus (Mouse)	987
Q91WG5	Q91WG5	reviewed	AAKG2_MOUSE	5'-AMP-activated protein kinase subunit gamma-2 (AMPK gamma2) (AMPK subunit gamma-2)	Prkag2	Mus musculus (Mouse)	566
Q3TZZ7	Q3TZZ7	reviewed	ESYT2_MOUSE	Extended synaptotagmin-2 (E-Syt2)	Esyt2 D12Ertd551e Fam62b	Mus musculus (Mouse)	845
P70208	P70208	reviewed	PLXA3_MOUSE	Plexin-A3	Plxna3	Mus musculus (Mouse)	1872
Q7TQD2	Q7TQD2	reviewed	TPPP_MOUSE	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p25-alpha)	Tppp	Mus musculus (Mouse)	218
Q5HZG4	Q5HZG4	reviewed	TAF3_MOUSE	Transcription initiation factor TFIID subunit 3 (140 kDa TATA box-binding protein-associated factor) (TBP-associated factor 3) (Transcription initiation factor TFIID 140 kDa subunit) (TAF(II)140) (TAF140) (TAFII-140) (TAFII140)	Taf3	Mus musculus (Mouse)	932
Q923Q2	Q923Q2	reviewed	STA13_MOUSE	StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)	Stard13	Mus musculus (Mouse)	1113
Q3U6K5	Q3U6K5	reviewed	SPAT6_MOUSE	Spermatogenesis-associated protein 6 (Kinesin-related protein)	Spata6 Hash	Mus musculus (Mouse)	488
Q9Z0P4	Q9Z0P4	reviewed	PALM_MOUSE	Paralemmin-1 (Paralemmin)	Palm	Mus musculus (Mouse)	383
Q9D7I8	Q9D7I8	reviewed	FA83D_MOUSE	Protein FAM83D	Fam83d	Mus musculus (Mouse)	585
Q8BPQ7	Q8BPQ7	reviewed	SGSM1_MOUSE	Small G protein signaling modulator 1 (RUN and TBC1 domain-containing protein 2)	Sgsm1 Rutbc2	Mus musculus (Mouse)	1093
O54967	O54967	reviewed	ACK1_MOUSE	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Non-receptor protein tyrosine kinase Ack) (Tyrosine kinase non-receptor protein 2)	Tnk2 Ack1	Mus musculus (Mouse)	1055
Q6RHR9	Q6RHR9	reviewed	MAGI1_MOUSE	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1)	Magi1 Baiap1 Bap1	Mus musculus (Mouse)	1471
P62889	P62889	reviewed	RL30_MOUSE	Large ribosomal subunit protein eL30 (60S ribosomal protein L30)	Rpl30	Mus musculus (Mouse)	115
Q9ESZ8	Q9ESZ8	reviewed	GTF2I_MOUSE	General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135)	Gtf2i Bap135 Diws1t	Mus musculus (Mouse)	998
Q9R0L6	Q9R0L6	reviewed	PCM1_MOUSE	Pericentriolar material 1 protein (PCM-1) (mPCM-1)	Pcm1	Mus musculus (Mouse)	2025
Q9CS00	Q9CS00	reviewed	CATIN_MOUSE	Splicing factor Cactin	Cactin	Mus musculus (Mouse)	772
Q9WVR4	Q9WVR4	reviewed	FXR2_MOUSE	RNA-binding protein FXR2 (FXR2P)	Fxr2 Fxr2h	Mus musculus (Mouse)	673
P47857	P47857	reviewed	PFKAM_MOUSE	ATP-dependent 6-phosphofructokinase, muscle type (ATP-PFK) (PFK-M) (EC 2.7.1.11) (6-phosphofructokinase type A) (Phosphofructo-1-kinase isozyme A) (PFK-A) (Phosphohexokinase)	Pfkm Pfk-m Pfka	Mus musculus (Mouse)	780
P12382	P12382	reviewed	PFKAL_MOUSE	ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)	Pfkl Pfk-l Pfkb	Mus musculus (Mouse)	780
P58391	P58391	reviewed	KCNN3_MOUSE	Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)	Kcnn3 Sk3	Mus musculus (Mouse)	732
Q80UE6	Q80UE6	reviewed	WNK4_MOUSE	Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4)	Wnk4 Prkwnk4	Mus musculus (Mouse)	1222
Q91V09	Q91V09	reviewed	WDR13_MOUSE	WD repeat-containing protein 13	Wdr13	Mus musculus (Mouse)	485
Q9EQZ7	Q9EQZ7	reviewed	RIMS2_MOUSE	Regulating synaptic membrane exocytosis protein 2 (Rab-3-interacting molecule 2) (RIM 2) (Rab-3-interacting protein 2)	Rims2 Rab3ip2 Rim2	Mus musculus (Mouse)	1530
Q8K310	Q8K310	reviewed	MATR3_MOUSE	Matrin-3	Matr3	Mus musculus (Mouse)	846
A2AKB9	A2AKB9	reviewed	DCA10_MOUSE	DDB1- and CUL4-associated factor 10 (WD repeat-containing protein 32)	Dcaf10 Wdr32	Mus musculus (Mouse)	566
Q9EQJ9	Q9EQJ9	reviewed	MAGI3_MOUSE	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3 (Membrane-associated guanylate kinase inverted 3) (MAGI-3)	Magi3 Kiaa1634	Mus musculus (Mouse)	1476
Q8BI84	Q8BI84	reviewed	TGO1_MOUSE	Transport and Golgi organization protein 1 homolog (TANGO1) (Melanoma inhibitory activity protein 3)	Mia3 Kiaa0268 Tango	Mus musculus (Mouse)	1930
Q8CBR1	Q8CBR1	reviewed	ILDR1_MOUSE	Immunoglobulin-like domain-containing receptor 1 (Angulin-2)	Ildr1	Mus musculus (Mouse)	537
O09126	O09126	reviewed	SEM4D_MOUSE	Semaphorin-4D (M-Sema G) (Semaphorin-C-like 2) (Semaphorin-J) (Sema J) (CD antigen CD100)	Sema4d Semacl2 Semaj	Mus musculus (Mouse)	861
O88569	O88569	reviewed	ROA2_MOUSE	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	Hnrnpa2b1 Hnrpa2b1	Mus musculus (Mouse)	353
Q80WT5	Q80WT5	reviewed	AFTIN_MOUSE	Aftiphilin	Aftph Afth	Mus musculus (Mouse)	931
Q9Z1K7	Q9Z1K7	reviewed	APCL_MOUSE	Adenomatous polyposis coli protein 2	Apc2	Mus musculus (Mouse)	2274
Q80U22	Q80U22	reviewed	RUSC2_MOUSE	AP-4 complex accessory subunit RUSC2 (Interacting protein of Rab1) (Iporin) (RUN and SH3 domain-containing protein 2)	Rusc2 Kiaa0375	Mus musculus (Mouse)	1514
Q5NCX5	Q5NCX5	reviewed	NEUL4_MOUSE	Neuralized-like protein 4	Neurl4 Kiaa1787	Mus musculus (Mouse)	1563
P26638	P26638	reviewed	SYSC_MOUSE	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	Sars1 Sars Sers	Mus musculus (Mouse)	512
P05627	P05627	reviewed	JUN_MOUSE	Transcription factor Jun (AH119) (Activator protein 1) (AP1) (Proto-oncogene c-Jun) (Transcription factor AP-1 subunit Jun) (V-jun avian sarcoma virus 17 oncogene homolog) (Jun A)	Jun	Mus musculus (Mouse)	334
Q148V8	Q148V8	reviewed	FA83H_MOUSE	Protein FAM83H	Fam83h	Mus musculus (Mouse)	1209
Q9JJZ6	Q9JJZ6	reviewed	KLF13_MOUSE	Krueppel-like factor 13 (Basic transcription element-binding protein 3) (BTE-binding protein 3) (Erythroid transcription factor FKLF-2) (RANTES factor of late activated T-lymphocytes 1) (RFLAT-1) (Transcription factor BTEB3)	Klf13 Bteb3 Fklf2	Mus musculus (Mouse)	289
P55041	P55041	reviewed	GEM_MOUSE	GTP-binding protein GEM (GTP-binding mitogen-induced T-cell protein) (RAS-like protein KIR)	Gem Kir	Mus musculus (Mouse)	295
Q9DC40	Q9DC40	reviewed	TELO2_MOUSE	Telomere length regulation protein TEL2 homolog	Telo2 Kiaa0683	Mus musculus (Mouse)	840
Q64705	Q64705	reviewed	USF2_MOUSE	Upstream stimulatory factor 2 (Major late transcription factor 2) (Upstream transcription factor 2)	Usf2	Mus musculus (Mouse)	346
O70472	O70472	reviewed	TM131_MOUSE	Transmembrane protein 131 (Protein RW1)	Tmem131 D1Bwg0491e Kiaa0257 Rw1	Mus musculus (Mouse)	1877
Q99M28	Q99M28	reviewed	RNPS1_MOUSE	RNA-binding protein with serine-rich domain 1	Rnps1	Mus musculus (Mouse)	305
Q8R2M0	Q8R2M0	reviewed	TEAN2_MOUSE	Transcription elongation factor A N-terminal and central domain-containing protein 2	Tceanc2 Tdeanc2	Mus musculus (Mouse)	207
Q61624	Q61624	reviewed	ZN148_MOUSE	Zinc finger protein 148 (Beta enolase repressor factor 1) (G-rich box-binding protein) (Transcription factor BFCOL1) (Transcription factor ZBP-89) (Zinc finger DNA-binding protein 89)	Znf148 Zbp89 Zfp148	Mus musculus (Mouse)	794
Q8BYJ6	Q8BYJ6	reviewed	TBCD4_MOUSE	TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160)	Tbc1d4 As160 Kiaa0603	Mus musculus (Mouse)	1307
Q6PER3	Q6PER3	reviewed	MARE3_MOUSE	Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)	Mapre3	Mus musculus (Mouse)	281
P35601	P35601	reviewed	RFC1_MOUSE	Replication factor C subunit 1 (A1-P145) (Activator 1 140 kDa subunit) (A1 140 kDa subunit) (Activator 1 large subunit) (Activator 1 subunit 1) (Differentiation-specific element-binding protein) (ISRE-binding protein) (Replication factor C 140 kDa subunit) (RF-C 140 kDa subunit) (RFC140) (Replication factor C large subunit)	Rfc1 Ibf-1 Recc1	Mus musculus (Mouse)	1131
Q61037	Q61037	reviewed	TSC2_MOUSE	Tuberin (Tuberous sclerosis 2 protein homolog)	Tsc2	Mus musculus (Mouse)	1814
Q8BR07	Q8BR07	reviewed	BICD1_MOUSE	Protein bicaudal D homolog 1 (Bic-D 1)	Bicd1	Mus musculus (Mouse)	835
Q99LI2	Q99LI2	reviewed	CLCC1_MOUSE	Chloride channel CLIC-like protein 1	Clcc1	Mus musculus (Mouse)	539
Q5XJE5	Q5XJE5	reviewed	LEO1_MOUSE	RNA polymerase-associated protein LEO1	Leo1 Gm185	Mus musculus (Mouse)	667
Q9JKA5	Q9JKA5	reviewed	GPA33_MOUSE	Cell surface A33 antigen (Glycoprotein A33) (mA33)	Gpa33	Mus musculus (Mouse)	319
Q925J9	Q925J9	reviewed	MED1_MOUSE	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2)	Med1 Crsp210 Drip205 Pbp Pparbp Trap220 Trip2	Mus musculus (Mouse)	1575
P10711	P10711	reviewed	TCEA1_MOUSE	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)	Tcea1 Tceat	Mus musculus (Mouse)	301
Q5RJI5	Q5RJI5	reviewed	BRSK1_MOUSE	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B)	Brsk1 Gm1100 Sadb	Mus musculus (Mouse)	778
Q6ZQF0	Q6ZQF0	reviewed	TOPB1_MOUSE	DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1)	Topbp1 Kiaa0259	Mus musculus (Mouse)	1515
Q9D0B0	Q9D0B0	reviewed	SRSF9_MOUSE	Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)	Srsf9 Sfrs9	Mus musculus (Mouse)	222
Q61086	Q61086	reviewed	FZD3_MOUSE	Frizzled-3 (Fz-3) (mFz3)	Fzd3	Mus musculus (Mouse)	666
