From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
E9Q784	E9Q784	reviewed	ZC3HD_MOUSE	Zinc finger CCCH domain-containing protein 13	Zc3h13	Mus musculus (Mouse)	1729
Q8C1B1	Q8C1B1	reviewed	CAMP2_MOUSE	Calmodulin-regulated spectrin-associated protein 2 (Calmodulin-regulated spectrin-associated protein 1-like protein 1)	Camsap2 Camsap1l1 Kiaa1078	Mus musculus (Mouse)	1461
P70441	P70441	reviewed	NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	Nherf1 Nherf Slc9a3r1	Mus musculus (Mouse)	355
Q9ERG2	Q9ERG2	reviewed	STRN3_MOUSE	Striatin-3 (Cell cycle autoantigen SG2NA) (S/G2 antigen)	Strn3 Gs2na Sg2na	Mus musculus (Mouse)	796
Q4FK66	Q4FK66	reviewed	PR38A_MOUSE	Pre-mRNA-splicing factor 38A	Prpf38a	Mus musculus (Mouse)	312
Q8C8R3	Q8C8R3	reviewed	ANK2_MOUSE	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin)	Ank2 AnkB	Mus musculus (Mouse)	3898
P35582	P35582	reviewed	FOXA1_MOUSE	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1)	Foxa1 Hnf3a Tcf-3a Tcf3a	Mus musculus (Mouse)	468
Q8BH50	Q8BH50	reviewed	ARK2N_MOUSE	Protein ARK2N (Protein C18orf25 homolog)	ARK2N	Mus musculus (Mouse)	245
Q3UHX9	Q3UHX9	reviewed	CI114_MOUSE	Putative methyltransferase C9orf114 homolog (EC 2.1.1.-) (Centromere protein 32) (CENP-32) (Kinetochore-associated protein) (SPOUT domain-containing methyltransferase 1)	Spout1 D2Wsu81e	Mus musculus (Mouse)	385
Q9D8N6	Q9D8N6	reviewed	LIN37_MOUSE	Protein lin-37 homolog (Antolefinin) (Antolefinine)	Lin37	Mus musculus (Mouse)	246
P35569	P35569	reviewed	IRS1_MOUSE	Insulin receptor substrate 1 (IRS-1)	Irs1 Irs-1	Mus musculus (Mouse)	1233
Q3TQI7	Q3TQI7	reviewed	TLS1_MOUSE	Splicing factor C9orf78 homolog		Mus musculus (Mouse)	289
Q76LS9	Q76LS9	reviewed	MINY1_MOUSE	Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (NF-E2 inducible protein) (Protein FAM63A)	Mindy1 Fam63a Ni	Mus musculus (Mouse)	468
Q9QZQ1	Q9QZQ1	reviewed	AFAD_MOUSE	Afadin (Afadin adherens junction formation factor) (Protein Af-6)	Afdn Af6 Mllt4	Mus musculus (Mouse)	1820
Q8K2L8	Q8K2L8	reviewed	TPC12_MOUSE	Trafficking protein particle complex subunit 12 (Tetratricopeptide repeat protein 15) (TPR repeat protein 15)	Trappc12 Ttc15	Mus musculus (Mouse)	797
Q8VDU5	Q8VDU5	reviewed	SNRK_MOUSE	SNF-related serine/threonine-protein kinase (EC 2.7.11.1) (SNF1-related kinase)	Snrk	Mus musculus (Mouse)	748
Q7JJ13	Q7JJ13	reviewed	BRD2_MOUSE	Bromodomain-containing protein 2 (Female sterile homeotic-related protein 1) (Fsrg-1) (Protein RING3)	Brd2 Fsrg1 Kiaa4005 Ring3	Mus musculus (Mouse)	798
Q8K2Q9	Q8K2Q9	reviewed	SHOT1_MOUSE	Shootin-1 (Shootin1)	Shtn1 Kiaa1598	Mus musculus (Mouse)	631
Q9JID9	Q9JID9	reviewed	SH2B2_MOUSE	SH2B adapter protein 2 (Adapter protein with pleckstrin homology and Src homology 2 domains) (SH2 and PH domain-containing adapter protein APS)	Sh2b2 Aps	Mus musculus (Mouse)	621
Q6IE82	Q6IE82	reviewed	JADE3_MOUSE	Protein Jade-3 (Jade family PHD finger protein 3) (PHD finger protein 16)	Jade3 Kiaa0215 Phf16	Mus musculus (Mouse)	823
Q8QZS3	Q8QZS3	reviewed	FLCN_MOUSE	Folliculin (Birt-Hogg-Dube syndrome protein homolog)	Flcn Bhd	Mus musculus (Mouse)	579
Q8BGS0	Q8BGS0	reviewed	MAK16_MOUSE	Protein MAK16 homolog (Protein RBM13)	Mak16 Rbm13	Mus musculus (Mouse)	296
P97360	P97360	reviewed	ETV6_MOUSE	Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel)	Etv6 Tel Tel1	Mus musculus (Mouse)	485
A2A791	A2A791	reviewed	ZMYM4_MOUSE	Zinc finger MYM-type protein 4 (Zinc finger protein 262)	Zmym4 Kiaa0425 Zfp262 Znf262	Mus musculus (Mouse)	1549
P58404	P58404	reviewed	STRN4_MOUSE	Striatin-4 (Zinedin)	Strn4 Zin	Mus musculus (Mouse)	760
O55003	O55003	reviewed	BNIP3_MOUSE	BCL2/adenovirus E1B 19 kDa protein-interacting protein 3	Bnip3 Nip3	Mus musculus (Mouse)	187
P07901	P07901	reviewed	HS90A_MOUSE	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Tumor-specific transplantation 86 kDa antigen) (TSTA)	Hsp90aa1 Hsp86 Hsp86-1 Hspca	Mus musculus (Mouse)	733
A2AUY4	A2AUY4	reviewed	BAZ2B_MOUSE	Bromodomain adjacent to zinc finger domain protein 2B	Baz2b	Mus musculus (Mouse)	2123
Q9D2U5	Q9D2U5	reviewed	LSMD1_MOUSE	N-alpha-acetyltransferase 38, NatC auxiliary subunit (LSM domain-containing protein 1)	Naa38 Lsmd1	Mus musculus (Mouse)	125
Q69Z98	Q69Z98	reviewed	BRSK2_MOUSE	Serine/threonine-protein kinase BRSK2 (EC 2.7.11.1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 2) (BR serine/threonine-protein kinase 2) (Serine/threonine-protein kinase SAD-A)	Brsk2 Kiaa4256 Sada	Mus musculus (Mouse)	735
Q64096	Q64096	reviewed	MCF2L_MOUSE	Guanine nucleotide exchange factor DBS (DBL's big sister) (MCF2-transforming sequence-like protein)	Mcf2l Dbs	Mus musculus (Mouse)	1149
Q5SXY1	Q5SXY1	reviewed	CYTSB_MOUSE	Cytospin-B (Sperm antigen with calponin homology and coiled-coil domains 1)	Specc1 Cytsb Kiaa4061	Mus musculus (Mouse)	1067
Q04692	Q04692	reviewed	SMRCD_MOUSE	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase SMARCAD1) (Enhancer trap locus homolog 1) (Etl-1)	Smarcad1 Etl1 Kiaa1122	Mus musculus (Mouse)	1021
Q7TQG1	Q7TQG1	reviewed	PKHA6_MOUSE	Pleckstrin homology domain-containing family A member 6 (PH domain-containing family A member 6) (Phosphoinositol 3-phosphate-binding protein 3) (PEPP-3)	Plekha6 Pepp3	Mus musculus (Mouse)	1173
P35831	P35831	reviewed	PTN12_MOUSE	Tyrosine-protein phosphatase non-receptor type 12 (EC 3.1.3.48) (MPTP-PEST) (Protein-tyrosine phosphatase P19) (P19-PTP)	Ptpn12	Mus musculus (Mouse)	775
Q9QY53	Q9QY53	reviewed	NPHP1_MOUSE	Nephrocystin-1	Nphp1 Nph1	Mus musculus (Mouse)	687
P59017	P59017	reviewed	B2L13_MOUSE	Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1)	Bcl2l13 Mil1	Mus musculus (Mouse)	434
Q9ERU9	Q9ERU9	reviewed	RBP2_MOUSE	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2)	Ranbp2	Mus musculus (Mouse)	3053
Q8C8V1	Q8C8V1	reviewed	ZXDC_MOUSE	Zinc finger protein ZXDC	Zxdc	Mus musculus (Mouse)	858
Q9EQ28	Q9EQ28	reviewed	DPOD3_MOUSE	DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66)	Pold3	Mus musculus (Mouse)	462
P00520	P00520	reviewed	ABL1_MOUSE	Tyrosine-protein kinase ABL1 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 1) (Abelson tyrosine-protein kinase 1) (Proto-oncogene c-Abl) (p150)	Abl1 Abl	Mus musculus (Mouse)	1123
Q09XV5	Q09XV5	reviewed	CHD8_MOUSE	Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8) (Axis duplication inhibitor) (Duplin)	Chd8 Kiaa1564	Mus musculus (Mouse)	2582
Q6EDY6	Q6EDY6	reviewed	CARL1_MOUSE	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (CARML1) (Leucine-rich repeat-containing protein 16A)	Carmil1 Carmil Lrrc16 Lrrc16a	Mus musculus (Mouse)	1374
P59325	P59325	reviewed	IF5_MOUSE	Eukaryotic translation initiation factor 5 (eIF-5)	Eif5	Mus musculus (Mouse)	429
Q6NXN1	Q6NXN1	reviewed	SZRD1_MOUSE	SUZ domain-containing protein 1	Szrd1 D4Ertd22e	Mus musculus (Mouse)	152
Q8K019	Q8K019	reviewed	BCLF1_MOUSE	Bcl-2-associated transcription factor 1 (Btf)	Bclaf1 Btf Kiaa0164	Mus musculus (Mouse)	919
Q9ESN9	Q9ESN9	reviewed	JIP3_MOUSE	C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3) (JNK/SAPK-associated protein 1) (JSAP1) (Mitogen-activated protein kinase 8-interacting protein 3) (Sunday driver 2)	Mapk8ip3 Jip3 Jsap1 Syd2	Mus musculus (Mouse)	1337
Q6ZPJ3	Q6ZPJ3	reviewed	UBE2O_MOUSE	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O (EC 2.3.2.24) (E2/E3 hybrid ubiquitin-protein ligase UBE2O) (Ubiquitin carrier protein O) (Ubiquitin-conjugating enzyme E2 O) (Ubiquitin-conjugating enzyme E2 of 230 kDa) (Ubiquitin-conjugating enzyme E2-230K) (Ubiquitin-protein ligase O)	Ube2o Kiaa1734	Mus musculus (Mouse)	1288
Q3UGS4	Q3UGS4	reviewed	MCRI1_MOUSE	Mapk-regulated corepressor-interacting protein 1 (Protein FAM195B)	Mcrip1 Fam195b	Mus musculus (Mouse)	97
Q99K99	Q99K99	reviewed	CD019_MOUSE	Uncharacterized protein C4orf19 homolog		Mus musculus (Mouse)	313
P47809	P47809	reviewed	MP2K4_MOUSE	Dual specificity mitogen-activated protein kinase kinase 4 (MAP kinase kinase 4) (MAPKK 4) (EC 2.7.12.2) (C-JUN N-terminal kinase kinase 1) (JNK kinase 1) (JNKK 1) (JNK-activating kinase 1) (MAPK/ERK kinase 4) (MEK 4) (SAPK/ERK kinase 1) (SEK1)	Map2k4 Jnkk1 Mek4 Mkk4 Prkmk4 Sek1 Serk1 Skk1	Mus musculus (Mouse)	397
Q3UW53	Q3UW53	reviewed	NIBA1_MOUSE	Protein Niban 1 (Protein FAM129A) (Protein Niban)	Niban1 Fam129a Niban	Mus musculus (Mouse)	926
Q9QXV1	Q9QXV1	reviewed	CBX8_MOUSE	Chromobox protein homolog 8 (Polycomb 3 homolog) (Pc3) (mPc3)	Cbx8 Pc3	Mus musculus (Mouse)	362
Q9Z0Y7	Q9Z0Y7	reviewed	IRS4_MOUSE	Insulin receptor substrate 4 (IRS-4) (Phosphoprotein of 160 kDa) (pp160)	Irs4	Mus musculus (Mouse)	1216
Q9R0Q1	Q9R0Q1	reviewed	SYTL4_MOUSE	Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin)	Sytl4 Slp4	Mus musculus (Mouse)	673
P17426	P17426	reviewed	AP2A1_MOUSE	AP-2 complex subunit alpha-1 (100 kDa coated vesicle protein A) (Adaptor protein complex AP-2 subunit alpha-1) (Adaptor-related protein complex 2 subunit alpha-1) (Alpha-adaptin A) (Alpha1-adaptin) (Clathrin assembly protein complex 2 alpha-A large chain) (Plasma membrane adaptor HA2/AP2 adaptin alpha A subunit)	Ap2a1 Adtaa Clapa1	Mus musculus (Mouse)	977
Q5UAK0	Q5UAK0	reviewed	MIER1_MOUSE	Mesoderm induction early response protein 1 (Early response 1) (Er1) (Mi-er1)	Mier1 Kiaa1610	Mus musculus (Mouse)	511
Q9CSU0	Q9CSU0	reviewed	RPR1B_MOUSE	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	Rprd1b Crept	Mus musculus (Mouse)	326
Q3TKT4	Q3TKT4	reviewed	SMCA4_MOUSE	Transcription activator BRG1 (EC 3.6.4.-) (ATP-dependent helicase SMARCA4) (BRG1-associated factor 190A) (BAF190A) (Protein brahma homolog 1) (SNF2-beta) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4)	Smarca4 Baf190a Brg1 Snf2b Snf2l4	Mus musculus (Mouse)	1613
Q9QXL2	Q9QXL2	reviewed	KI21A_MOUSE	Kinesin-like protein KIF21A	Kif21a Kiaa1708	Mus musculus (Mouse)	1672
Q8C6M1	Q8C6M1	reviewed	UBP20_MOUSE	Ubiquitin carboxyl-terminal hydrolase 20 (EC 3.4.19.12) (Deubiquitinating enzyme 20) (Ubiquitin thioesterase 20) (Ubiquitin-specific-processing protease 20) (VHL-interacting deubiquitinating enzyme 2)	Usp20 Kiaa1003 Vdu2	Mus musculus (Mouse)	916
Q9R1C7	Q9R1C7	reviewed	PR40A_MOUSE	Pre-mRNA-processing factor 40 homolog A (Formin-binding protein 11) (FBP-11) (Formin-binding protein 3)	Prpf40a Fbp11 Fnbp3	Mus musculus (Mouse)	953
Q9R0Q7	Q9R0Q7	reviewed	TEBP_MOUSE	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Sid 3177) (Telomerase-binding protein p23)	Ptges3 Sid3177 Tebp	Mus musculus (Mouse)	160
Q9QXD8	Q9QXD8	reviewed	LIMD1_MOUSE	LIM domain-containing protein 1	Limd1	Mus musculus (Mouse)	668
Q61879	Q61879	reviewed	MYH10_MOUSE	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	Myh10	Mus musculus (Mouse)	1976
Q61584	Q61584	reviewed	FXR1_MOUSE	RNA-binding protein FXR1 (FXR1P) (mFxr1p)	Fxr1 Fxr1h	Mus musculus (Mouse)	677
Q8CGZ0	Q8CGZ0	reviewed	CHERP_MOUSE	Calcium homeostasis endoplasmic reticulum protein (SR-related CTD-associated factor 6)	Cherp Scaf6	Mus musculus (Mouse)	936
P97863	P97863	reviewed	NFIB_MOUSE	Nuclear factor 1 B-type (NF1-B) (Nuclear factor 1/B) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/B) (NF-I/B) (NFI-B) (TGGCA-binding protein)	Nfib	Mus musculus (Mouse)	570
P70255	P70255	reviewed	NFIC_MOUSE	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	Nfic	Mus musculus (Mouse)	439
Q61191	Q61191	reviewed	HCFC1_MOUSE	Host cell factor 1 (HCF) (HCF-1) (C1 factor) [Cleaved into: HCF N-terminal chain 1; HCF N-terminal chain 2; HCF N-terminal chain 3; HCF N-terminal chain 4; HCF N-terminal chain 5; HCF N-terminal chain 6; HCF C-terminal chain 1; HCF C-terminal chain 2; HCF C-terminal chain 3; HCF C-terminal chain 4; HCF C-terminal chain 5; HCF C-terminal chain 6]	Hcfc1	Mus musculus (Mouse)	2045
Q9JLY0	Q9JLY0	reviewed	SOCS6_MOUSE	Suppressor of cytokine signaling 6 (SOCS-6) (Cytokine-inducible SH2 protein 4) (CIS-4) (Suppressor of cytokine signaling 4) (SOCS-4)	Socs6 Cis4 Cish4 Socs4	Mus musculus (Mouse)	533
A2A5R2	A2A5R2	reviewed	BIG2_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 (Brefeldin A-inhibited GEP 2) (ADP-ribosylation factor guanine nucleotide-exchange factor 2)	Arfgef2 Arfgep2 Big2	Mus musculus (Mouse)	1792
Q6PCQ0	Q6PCQ0	reviewed	IQCE_MOUSE	IQ domain-containing protein E	Iqce	Mus musculus (Mouse)	778
Q8CIB5	Q8CIB5	reviewed	FERM2_MOUSE	Fermitin family homolog 2 (Kindlin-2) (Pleckstrin homology domain-containing family C member 1)	Fermt2 Plekhc1	Mus musculus (Mouse)	680
Q9WU62	Q9WU62	reviewed	INCE_MOUSE	Inner centromere protein	Incenp	Mus musculus (Mouse)	880
Q60974	Q60974	reviewed	NCOR1_MOUSE	Nuclear receptor corepressor 1 (N-CoR) (N-CoR1) (Retinoid X receptor-interacting protein 13) (RIP13)	Ncor1 Rxrip13	Mus musculus (Mouse)	2453
Q8BTW9	Q8BTW9	reviewed	PAK4_MOUSE	Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4)	Pak4 Kiaa1142	Mus musculus (Mouse)	593
Q9CZW5	Q9CZW5	reviewed	TOM70_MOUSE	Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)	Tomm70 D16Wsu109e Tomm70a	Mus musculus (Mouse)	611
Q8C079	Q8C079	reviewed	STRP1_MOUSE	Striatin-interacting protein 1 (Protein FAM40A)	Strip1 Fam40a Kiaa1761	Mus musculus (Mouse)	837
P53564	P53564	reviewed	CUX1_MOUSE	Homeobox protein cut-like 1 (CCAAT displacement protein) (CDP) (Homeobox protein cux-1) [Cleaved into: CDP/Cux p110]	Cux1 Cutl1 Cux Kiaa4047	Mus musculus (Mouse)	1515
Q9QYE6	Q9QYE6	reviewed	GOGA5_MOUSE	Golgin subfamily A member 5 (Golgin-84) (Protein Ret-II) (Protein Sumiko)	Golga5 Retii	Mus musculus (Mouse)	729
Q9CQ19	Q9CQ19	reviewed	MYL9_MOUSE	Myosin regulatory light polypeptide 9 (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9)	Myl9 Myrl2	Mus musculus (Mouse)	172
Q8CI11	Q8CI11	reviewed	GNL3_MOUSE	Guanine nucleotide-binding protein-like 3 (Nucleolar GTP-binding protein 3) (Nucleostemin)	Gnl3 Ns	Mus musculus (Mouse)	538
Q9R020	Q9R020	reviewed	ZRAB2_MOUSE	Zinc finger Ran-binding domain-containing protein 2 (Zinc finger protein 265) (Zinc finger, splicing)	Zranb2 Zfp265 Zis Znf265	Mus musculus (Mouse)	330
Q05D44	Q05D44	reviewed	IF2P_MOUSE	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	Eif5b If2	Mus musculus (Mouse)	1216
Q9CXK9	Q9CXK9	reviewed	RBM33_MOUSE	RNA-binding protein 33 (Proline-rich protein 8) (RNA-binding motif protein 33)	Rbm33 Prr8	Mus musculus (Mouse)	1231
O88746	O88746	reviewed	TOM1_MOUSE	Target of Myb1 membrane trafficking protein (Target of Myb protein 1)	Tom1	Mus musculus (Mouse)	492
Q80WQ8	Q80WQ8	reviewed	M18BP_MOUSE	Mis18-binding protein 1 (Kinetochore-associated protein KNL-2 homolog)	Mis18bp1 Kiaa1903 Knl2 M18bp1	Mus musculus (Mouse)	998
Q9D6J3	Q9D6J3	reviewed	YJU2_MOUSE	Splicing factor YJU2 (Coiled-coil domain-containing protein 94)	Yju2 Ccdc94	Mus musculus (Mouse)	314
O70551	O70551	reviewed	SRPK1_MOUSE	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	Srpk1	Mus musculus (Mouse)	648
Q60668	Q60668	reviewed	HNRPD_MOUSE	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	Hnrnpd Auf1 Hnrpd	Mus musculus (Mouse)	355
Q8K1J5	Q8K1J5	reviewed	SDE2_MOUSE	Splicing regulator SDE2 (Replication stress response regulator SDE2)	Sde2	Mus musculus (Mouse)	448
Q80UU9	Q80UU9	reviewed	PGRC2_MOUSE	Membrane-associated progesterone receptor component 2	Pgrmc2	Mus musculus (Mouse)	217
O35954	O35954	reviewed	PITM1_MOUSE	Membrane-associated phosphatidylinositol transfer protein 1 (Drosophila retinal degeneration B homolog 1) (RdgB1) (Mpt-1) (Phosphatidylinositol transfer protein, membrane-associated 1) (PITPnm 1) (Pyk2 N-terminal domain-interacting receptor 2) (NIR-2)	Pitpnm1 Dres9 Mpt1 Nir2 Pitpnm	Mus musculus (Mouse)	1243
Q3UE31	Q3UE31	reviewed	K0930_MOUSE	Uncharacterized protein KIAA0930 homolog		Mus musculus (Mouse)	404
Q3UMU9	Q3UMU9	reviewed	HDGR2_MOUSE	Hepatoma-derived growth factor-related protein 2 (HRP-2)	Hdgfl2 Hdgfrp2	Mus musculus (Mouse)	669
Q6NVE8	Q6NVE8	reviewed	WDR44_MOUSE	WD repeat-containing protein 44 (Rabphilin-11)	Wdr44 RPH11	Mus musculus (Mouse)	915
A2AJK6	A2AJK6	reviewed	CHD7_MOUSE	Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7)	Chd7	Mus musculus (Mouse)	2986
Q8CFI0	Q8CFI0	reviewed	NED4L_MOUSE	E3 ubiquitin-protein ligase NEDD4-like (EC 2.3.2.26) (EC 2.3.2.36) (HECT-type E3 ubiquitin transferase NED4L) (NEDD4.2) (Nedd4-2)	Nedd4l Kiaa0439 Nedd4b	Mus musculus (Mouse)	1004
Q8BRN9	Q8BRN9	reviewed	C2D1B_MOUSE	Coiled-coil and C2 domain-containing protein 1B (Five prime repressor element under dual repression-binding protein 2) (FRE under dual repression-binding protein 2) (Freud-2)	Cc2d1b Kiaa1836	Mus musculus (Mouse)	848
Q99LI8	Q99LI8	reviewed	HGS_MOUSE	Hepatocyte growth factor-regulated tyrosine kinase substrate	Hgs Hrs	Mus musculus (Mouse)	775
Q8C0D4	Q8C0D4	reviewed	RHG12_MOUSE	Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12)	Arhgap12	Mus musculus (Mouse)	838
Q3UMB5	Q3UMB5	reviewed	SMCR8_MOUSE	Guanine nucleotide exchange protein SMCR8 (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog)	Smcr8	Mus musculus (Mouse)	935
Q922Y1	Q922Y1	reviewed	UBXN1_MOUSE	UBX domain-containing protein 1 (Protein 2B28) (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein) (mY33K)	Ubxn1 D19Ertd721e Saks1	Mus musculus (Mouse)	297
P06837	P06837	reviewed	NEUM_MOUSE	Neuromodulin (Axonal membrane protein GAP-43) (Calmodulin-binding protein P-57) (Growth-associated protein 43)	Gap43 Basp2	Mus musculus (Mouse)	227
Q61029	Q61029	reviewed	LAP2B_MOUSE	Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma (Thymopoietin isoforms beta/delta/epsilon/gamma) (TP beta/delta/epsilon/gamma)	Tmpo Lap2	Mus musculus (Mouse)	452
P13864	P13864	reviewed	DNMT1_MOUSE	DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (Met-1) (EC 2.1.1.37) (DNA methyltransferase MmuI) (DNA MTase MmuI) (M.MmuI) (MCMT)	Dnmt1 Dnmt Met1 Uim	Mus musculus (Mouse)	1620
P46935	P46935	reviewed	NEDD4_MOUSE	E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4)	Nedd4 Kiaa0093 Nedd-4 Nedd4-1 Nedd4a Rpf1	Mus musculus (Mouse)	887
O08664	O08664	reviewed	BCL7C_MOUSE	B-cell CLL/lymphoma 7 protein family member C (B-cell chronic lymphocytic leukemia/lymphoma 7C protein)	Bcl7c	Mus musculus (Mouse)	217
Q3UNH4	Q3UNH4	reviewed	GRIN1_MOUSE	G protein-regulated inducer of neurite outgrowth 1 (GRIN1)	Gprin1	Mus musculus (Mouse)	932
Q3UGY8	Q3UGY8	reviewed	BIG3_MOUSE	Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (ARFGEF family member 3)	Arfgef3 Big3 D10Bwg1379e Kiaa1244	Mus musculus (Mouse)	2170
Q5I1X5	Q5I1X5	reviewed	IASPP_MOUSE	RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein)	Ppp1r13l Nkip1	Mus musculus (Mouse)	824
Q8BP86	Q8BP86	reviewed	SNPC4_MOUSE	snRNA-activating protein complex subunit 4 (SNAPc subunit 4) (snRNA-activating protein complex 190 kDa subunit) (SNAPc 190 kDa subunit)	Snapc4	Mus musculus (Mouse)	1333
Q9CY58	Q9CY58	reviewed	SERB1_MOUSE	SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein)	Serbp1 Pairbp1	Mus musculus (Mouse)	407
Q8VDM4	Q8VDM4	reviewed	PSMD2_MOUSE	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97)	Psmd2	Mus musculus (Mouse)	908
Q9ERG0	Q9ERG0	reviewed	LIMA1_MOUSE	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN)	Lima1 D15Ertd366e Eplin	Mus musculus (Mouse)	753
Q6PB70	Q6PB70	reviewed	ANO8_MOUSE	Anoctamin-8 (Transmembrane protein 16H)	Ano8 Kiaa1623 Tmem16h	Mus musculus (Mouse)	1060
O88271	O88271	reviewed	CFDP1_MOUSE	Craniofacial development protein 1 (27 kDa craniofacial protein) (Bucentaur) (Protein Cp27)	Cfdp1 Bcnt Cfdp Cp27	Mus musculus (Mouse)	295
Q8BT14	Q8BT14	reviewed	CNOT4_MOUSE	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	Cnot4 Not4	Mus musculus (Mouse)	575
P97855	P97855	reviewed	G3BP1_MOUSE	Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (GAP SH3 domain-binding protein 1) (HDH-VIII)	G3bp1 G3bp	Mus musculus (Mouse)	465
Q8BXJ2	Q8BXJ2	reviewed	TREF1_MOUSE	Transcriptional-regulating factor 1 (Transcriptional-regulating protein 132) (Zinc finger transcription factor TReP-132)	Trerf1	Mus musculus (Mouse)	1205
Q6P1D7	Q6P1D7	reviewed	SLX4_MOUSE	Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)	Slx4 Btbd12	Mus musculus (Mouse)	1565
